Gene	Length
PSTPIP2	4120
MIR4527HG	1397
RPIAP1	742
ZBTB7C	7610
LINC01917	2095
ELOCP27	229
ZCCHC2	10213
BOD1L2	3324
CPLX4	3545
RIOK3	4856
FBXO15	6223
HNRNPA3P16	1016
NPC1	9705
WDR7-OT1	565
SLC25A52	1297
MYO5B	10566
LINC01544	7080
ZNF24	8242
SEC11C	4118
CDH7	14528
TPGS2	10569
SERPINB10	2702
MC4R	1714
LINC01903	2149
TMX3	7447
RPL31P9	141
ACTBP9	1099
RMC1	3105
LINC-ROR	3891
CTBP2P3	1255
SS18L2P2	235
RPL17P44	550
SERPINB7	2637
RPS26P54	348
FAM32DP	318
LINC01912	1387
DHFRP1	559
BDP1P	1990
LINC01908	555
RBM22P1	1214
CDH20	4277
WBP2P1	771
MTL3P	154
RPL30P14	348
LINC01909	1040
PTPN2	8718
SEH1L	10481
SINHCAFP2	664
LMAN1	6070
RPS3AP49	790
ZNF396	6080
UBA52P9	359
PHLPP1	9051
CDH19	6864
LINC00683	14961
CCND3P2	537
LINC02565	478
DLGAP1-AS3	5198
HNRNPA1P7	963
SLC14A1	7182
RAC1P1	580
RPS2P6	895
SMIM21	4009
KC6	5180
C18orf21	1616
KCTD1	8845
SLC39A6	3683
NRBF2P1	859
AIDAP3	997
RPL23AP77	463
ZBTB14	4144
RPL12P39	496
LINC01879	2604
NPM1P2	867
GALR1	11004
LINC01901	1115
ZNF521	6225
SCML2P1	1100
HMSD	2921
PA2G4P3	1144
AKR1B10P2	927
IMPACT	4896
LINC02856	970
SDHCP1	512
CBLN2	5483
ZNF407-AS1	5411
LINC01905	3688
ZNF516-DT	2076
RAX	3786
KRT8P5	1458
LINC00305	2873
LINC01927	1969
LINC01893	1654
LINC01898	2404
LINC02582	2493
LINC01539	4874
MBP	18730
ZNF516	8777
HNRNPA1P11	956
CHST9	11512
KRT18P8	1246
ZNF397	8715
LINC01900	955
LINC00668	4866
EIF4A3P1	647
TMEM241	5193
LINC01029	4449
PRPF19P1	898
ELP2	11060
RPL26P35	460
CD226	13659
RNF125	6061
ARL2BPP1	478
PIGN	19003
MOCOS	6303
LINC01899	1101
LINC02864	9518
NETO1	8901
LINC00907	10962
CNDP2	11822
LINC01910	2637
LARP7P3	337
SERPINB2	2741
LINC01477	1226
RPL12P40	488
CNDP1	7117
RPL17P45	509
MIR133A1HG	5825
ZSCAN30	8271
LINC01916	1269
TWSG1	4435
ZNF236-DT	1295
LINC01922	2339
DOK6	9554
KIAA1328	11137
ZADH2	7943
ANKRD29	6417
LINC01538	3153
SERPINB8	5764
LINC01894	1731
CCBE1	6753
LINC01541	3105
ENTR1P1	1150
FRG2LP	1563
RPS10P27	496
SLC25A51P2	889
NFE2L3P1	1959
RN7SKP72	292
RNU6-349P	107
RN7SL282P	297
MIR3976	139
RN7SL50P	298
RNU5F-3P	117
MIR4317	65
RN7SL39P	297
MIR6718	80
RNU6-831P	107
RNU6-916P	109
RNU2-27P	142
RNU6-903P	109
MIR7153	57
RNA5SP451	110
RNU6ATAC20P	127
RNU6-1032P	107
RNU6-1038P	104
RN7SL233P	277
MIR133A1	88
MIR1-2	85
RN7SL745P	299
MIR4741	90
RNU6-702P	107
RNU6-721P	105
RN7SL97P	299
RNU6-1289P	106
MIR302F	51
MIR8057	69
RNU6-408P	100
RNU5A-6P	116
RNA5SP452	119
RNU6-435P	105
MIR320C2	50
RNU6-316P	107
RNU6-1050P	107
MIR3975	70
MIR3929	55
MIR4318	81
MIR924	53
MIR5583-2	59
MIR5583-1	59
RNU6-1242P	103
RN7SKP182	298
RNA5SP454	127
RNA5SP455	119
RN7SKP26	293
MIR187	109
RNU6-1278P	107
MIR4743	69
MIR4527	70
RNU6-706P	104
RNY4P37	96
RNU6-708P	107
RNA5SP458	119
MIR4528	90
RN7SL310P	281
RNU6-737P	107
RNA5SP457	124
MIR4320	65
SCARNA17	144
RNU6-116P	109
RN7SL342P	294
RNA5SP456	114
RNU4-17P	141
RNU6-567P	107
MIR5011	103
RNU6-142P	107
RNU6-1037P	107
RN7SL705P	294
RN7SL795P	282
RNA5SP460	100
MIR548AV	62
RN7SL401P	298
RNU6-39P	107
RNU6-655P	107
RNA5SP461	104
RNU6-346P	111
LINC01895	2085
RPL31P59	332
IGLJCOR18	424
RPL21P127	477
BOD1P1	436
GAPLINC	1051
PIAS2	17535
HDHD2	4679
IER3IP1	4233
RNU6-1131P	107
SKOR2	4151
TGIF1	8121
TAF4B	4886
PMAIP1	2186
ZNF519	15787
DSG4	4696
DSG3	5579
DSG2-AS1	2448
RN7SKP44	316
TTR	2176
CDH2	8583
MIR4744	82
PRR13P4	421
RPL17-C18orf32	1529
MIR1539	50
SNORD58C	64
SNORD58A	65
SNORD58B	66
SRP72P1	1750
LINC02837	2190
LIPG	13089
DYM	12343
SRSF10P1	764
RNU1-46P	164
MEX3C	7871
LINC01929	3254
RNA5SP459	100
TCF4	29166
TCF4-AS1	396
MIR4529	78
TCF4-AS2	445
RPL21P126	478
LINC01415	4434
PCAT18	2598
AQP4	5943
ELOA3CP	1218
ONECUT2	16546
NARS1	4089
ATP8B1	7028
RNU6-742P	107
RSL24D1P11	491
LINC01897	405
HMGN1P30	268
MIR122	85
MIR3591	73
ALPK2	9565
SNORA108	68
RPL9P31	578
MALT1-AS1	1209
MALT1	11448
MRPL37P1	1337
RNU6-219P	107
LINC01926	648
RNU2-69P	100
OACYLP	3166
INO80C	5073
PTPRM	9900
L3MBTL4	7959
GATA6	3799
ST8SIA5	15673
ARHGAP28	11912
RELCH	10722
ZNF532	11754
C18orf32	5747
TSHZ1	8566
APCDD1	5937
NAPG	5589
LINC01887	860
MIX23P1	430
PMM2P1	730
KIAA0895LP1	3016
MIR6788	66
SOCS6	5839
LIVAR	384
RNU6-120P	103
EXOGP1	997
GREB1L-DT	428
ESCO1	5285
SNRPD1	4862
ABHD3	4337
MIR320C1	88
KDSR	9031
VPS4B	4315
SERPINB5	3742
ATP5MC1P6	412
BCL2	12612
ANKRD62	4837
RNU6-324P	106
SDHDP1	474
PMM2P2	732
MIX23P3	430
PPIAP56	467
CIDEA	1810
RNU6-170P	104
TUBB6	3941
MLECP1	709
SETBP1-DT	2065
MIR4319	85
C18orf15	2534
LDLRAD4-AS1	2190
MIR5190	80
MIR4526	87
FAM210A	4681
RN7SL362P	267
RNMT	6980
EMILIN2	6469
LPIN2	6629
CHORDC1P4	1341
SNRPCP4	427
RNU7-25P	62
MYL12A	3032
MYL12-AS1	1063
MYL12B	1738
RNU6-857P	110
DSC3	7699
DSC1	4271
DSG1	7398
RNU6-167P	106
PSMA8	1894
PPP4R1	8131
NFATC1	9068
ZNF236	11150
TRAPPC8	9198
MIB1	10557
CCDC102B	5805
CABYR	3484
LAMA3	14488
GNAL	8165
RNF138	3776
RNA5SP453	119
MEP1B	2582
CLUHP6	941
LOXHD1	9213
RTTN	19358
SERPINB13	4534
SERPINB4	1971
SERPINB11	3694
SERPINB3	1707
ASXL3-DT	2492
ASXL3	13636
DYNAP	2137
LDLRAD4	35894
NOL4	6468
EPB41L3	12203
CXXC1	3854
DIPK1C	3207
TIMM21	5197
RN7SL551P	298
C18orf63	5103
FAUP1	414
CYB5A	9271
DTNA	14445
SERPINB12	4037
DSEL	9266
RNU7-129P	62
PRELID3A	2643
SLC66A2	5218
DSC2	12501
THEMIS3P	1586
AKR1B1P6	839
RAB12	2477
FECH	11128
DSG1-AS1	1149
DSG2	9492
CABLES1	6874
SLC35G4	1017
B4GALT6	5165
ELOA2	3095
RPL17	2451
SMAD7	3946
GALNT1	5126
ZNF407	12190
MBD1	6734
HSBP1L1	2035
TXNL4A	5217
RBFA	7945
RBFADN	6623
SLC25A6P4	553
ADNP2	5657
PARD6G	4192
KCNG2	2353
LINC02564	1432
IL9RP4	1248
MIR8078	84
USP14	5987
THOC1-DT	2131
ROCK1P1	3239
BOLA2P1	232
ADCYAP1	3877
LINC01904	861
ELAC1	3970
SMAD4	19668
METTL4	5724
NDC80	3554
KATNBL1P3	909
RNU6-340P	107
CBX3P2	1429
SMCHD1	23903
ATP9B	14934
PIK3C3	15154
THOC1	8099
OSBPL1A	8021
CEP192	9897
MYOM1	6433
SALL3	6849
WDR7	8899
LAMA1	15857
LINC01925	500
CETN1	1735
RN7SKP146	334
TYMS	2421
ENOSF1	11390
RNU1-109P	147
CLUL1	3846
LRRC30	956
GREB1L	11277
FHOD3	8131
TUBB8B	1860
AFG3L2	7133
CTDP1	6196
SETBP1	14344
NEDD4L	34097
LONRF2P1	668
CXADRP3	1955
GRAMD4P7	1232
POTEC	7133
RNU6-1021P	107
OR4K7P	945
OR4K8P	1048
SNX19P3	2975
VN1R74P	503
GTF2IP8	584
RNU6-1210P	107
MIR3156-2	77
LINC01906	499
FGF7P1	288
LINC01443	2842
LINC01444	1336
ANKRD30B	6785
RN7SL862P	298
RNA5SP449	130
PIGPP4	307
TXNDC2	3352
VAPA	11866
RNA5SP450	102
PIEZO2	21000
CCDC178	4475
KATNAL2	11174
MC5R	1906
MBD2	5686
SNORA37	129
POLI	9358
C18orf54	6175
STARD6	2110
SPIRE1	6505
MIR924HG	11912
LINC01896	1776
DSCAS	1343
GTSCR1	686
LINC01915	10348
ZNF271P	7450
LRRC37A7P	2800
MIR3976HG	16331
LINC01902	13161
KDSR-DT	820
TYMSOS	2871
GACAT2	896
ZNF516-AS1	1576
NETO1-DT	3280
NDUFV2-AS1	1518
DLGAP1-AS1	2140
MIR122HG	5544
COSMOC	865
RPL6P27	887
GATA6-AS1	3288
DLGAP1-AS2	3675
PARD6G-AS1	6179
SNHG22	2666
LINC00667	10094
LINC01630	18870
CASC20	1484
PLCB1-IT1	558
ADRA1D	3004
RSPO4	2757
DEFB129	698
ANGPT4	4692
SIRPG	2242
DYNLT3P1	347
SHLD1	2185
LINC01706	1385
TMX4	6557
SLX4IP	6486
CHGB	4447
EEF1A1P34	1267
DEFB125	1296
MACROD2-IT1	1004
NKX2-2	2123
ATRN	8771
BMP2	3545
PDYN	3524
LINC01428	874
RPLP0P1	361
LINC00653	1539
FAM110A	2722
MCM8-AS1	983
INSM1	2846
SIRPG-AS1	2965
LINC01433	947
DEFB128	403
TARDBPP1	1203
LINC01713	1337
SMOX	2946
SCP2D1-AS1	738
DEFB126	434
BTBD3	6228
NKX2-4	1738
RPL7P2	268
RPS10P2	494
EIF4E2P1	255
TMEM230	3051
PCSK2	7029
ZNF343	4643
PA2G4P2	1200
NKX2-2-AS1	638
CST8	910
KANK1P1	1234
PPIAP2	492
ISM1	3090
ABHD12	4479
FLRT3	5191
CST5	755
LINC01726	1253
DEFB123	354
DZANK1	6619
TRMT6	3783
RPS19P1	434
PGAM3P	427
LINC01752	931
SYNDIG1	2417
LINC01432	693
RPS11P1	473
HAO1	1757
SOCS2P1	557
LINC01751	1770
KRT18P3	1288
XRN2	3408
GPCPD1	7472
SIRPB3P	1216
DTD1-AS1	1695
SNRPB2	2608
LINC01722	3033
DEFB118	1175
GAPDHP2	998
PCMTD1P7	357
CST13P	1157
CD93	6681
HAUS6P2	2404
EIF4EP1	642
GINS1	4130
CST7	891
RPS3P1	192
GCNT1P1	1295
CSTP1	1136
APMAP	2226
BFSP1	3371
FRG1EP	770
PDYN-AS1	3231
BSNDP2	366
CFTRP2	199
CRLS1	5367
GGTLC1	1279
FAM182B	6836
REM1	1660
FDX1P1	551
POM121L3P	1163
LINC00656	1910
CST2	746
CST12P	362
DSTN	3639
CFTRP3	212
POLR3F	2669
VN1R108P	830
BPIFB2	1788
STK35	6839
DUX4L35	790
LINC01597	5949
XPOTP1	2398
LRRN4	2935
RPS18P1	458
SCRT2	3200
ISM1-AS1	652
NCOA6	11133
CFTRP1	183
DEFB127	530
THBD	4040
KIF3B	6116
LINC01723	2900
GLRXP1	334
DEFB117	141
SPTLC3	8527
DUX4L32	756
BPIFA4P	1725
HSPE1P1	318
GSTM3P1	574
MACROD2-AS1	1886
FAM182A	10282
BPIFA1	1081
ACSS2	5248
FAT1P1	507
DUX4L33	958
AIMP1P1	937
DEFB115	267
MIR663AHG	6609
TP53INP2	4179
CST2P1	87
CST9LP1	444
MED28P7	530
RPS27AP2	465
JAG1	9298
SLC23A2	7526
PPIAP3	505
CYB5AP4	399
CST9L	694
BSNDP3	364
FAM242B	587
RPL21P3	478
DUX4L37	728
PI3	551
SEMG2	1978
KCNS1	5649
LINC01734	1518
LNCNEF	659
SEC23B	4347
TASP1	2897
NANP	3803
CTNNBL1	4148
WFDC9	675
SOGA1	14975
ADA	2809
LINC01728	524
DUXAP7	689
LINC00489	543
SEMG1	1622
WFDC10A	493
PGBD4P2	615
LINC01260	1001
WFDC5	1044
LINC00652	4134
PPP1R16B	6408
NCOR1P1	406
KIAA1755	8068
BPIFB9P	1611
ZNF337	4855
TOMM34	1973
BPIFB6	1676
NPM1P19	712
RPL12P3	396
DHX35-DT	187
PTPRT-AS1	1586
DHX35	4998
TOX2	3235
SNORA71B	272
KCNK15-AS1	1501
GAPDHP54	893
EYA2	3618
LINC02871	1823
WFDC12	775
YWHAB	7907
WFDC11	654
ELMO2	6597
LINC01427	6319
TGM2	7948
STK4-AS1	2065
CDC27P3	1910
BPIFB5P	1099
RIPOR3	6023
RPL35AP	326
ATG3P1	911
SPATA2	4291
FAM83D	2475
SLC2A10	4838
RPS2P7	885
KCNB1	17725
KCNK15	2514
PUDPP3	636
CDH22	4921
MTND1P9	944
RNF114	4337
CDC42P1	548
KRT18P4	1288
PPIAP10	458
LINC01754	1216
LINC01746	1192
CFAP61-AS1	568
DUX4L34	1253
SLC35C2	7708
TP53RK-DT	631
APCDD1L	4210
EDEM2	1884
LINC01523	450
FRG1DP	771
LINC01721	8958
RBBP9	3843
NCOA3	8417
RNF11P2	440
NINL	6030
MC3R	1084
PABPC1L	5050
ENSAP1	326
BPI	2484
AHCY	3894
RIPOR3-AS1	964
SUN5	1475
LINC01522	4019
BSNDP1	367
PREX1	7509
UQCC1	6672
PTGIS	5570
PLCB1	17412
CBLN4	3154
DKKL1P1	698
BPIFB3	1454
LINC01733	4621
LINC00028	587
ATP9A	8073
ITCH-AS1	299
RALY	7513
CFAP61	7915
SNAI1	1705
GAPDHP53	924
TRERNA1	462
RPL36P1	225
CDK5RAP1	4567
STK4	9132
LINC01524	15128
MTRNR2L3	1052
SLC17A9	5461
PYGB	4456
PPP1R3D	3643
PFDN4	1743
DEFB116	309
PSMA7	1752
DEFB119	784
CDH26	5752
MRPS33P4	317
MAP1LC3A	1152
PHKBP1	1951
MLLT10P1	262
ENTPD6	6673
CST9LP2	320
RBBP8NL	2799
LINC00687	2266
CST3	3615
RPL12P4	497
ANKRD60	1038
LINC01440	5212
FRG1BP	761
GID8	4594
CSTP2	398
FAM242A	2145
BPIFA3	2529
PMEPA1	5732
IDH3B	2567
PHACTR3-AS1	2248
RPL39P39	151
RPL31P3	332
VAPB	10478
RAE1	5642
TSHZ2	12630
LINC01056	1234
DEFB122	547
SPO11	1823
LINC01429	2326
VSTM2L	1952
DEFB121	579
RARRES2P11	484
LINC01742	628
EIF2S2	2556
SOX18	1862
ACSS1	8691
DOK5	2606
APCDD1L-DT	6401
HMGB3P1	573
LINC01729	358
B4GALT5	4722
HIGD1AP16	258
RPL17P1	536
BPIFB1	3015
ZFP64	6790
UCKL1	3185
BLCAP	7869
CKAP2LP1	2185
SALL4	5773
NNAT	1329
BMP7	5425
TTI1	4472
C20orf85	805
SCP2D1	596
BHLHE23	1109
RPSAP1	880
LINC01749	3936
CDH4	7516
NDRG3	3260
PTMAP6	327
LINC01716	996
LINC01441	2290
RPS21	1036
NKILA	2625
MTCO2P1	477
ITCH-IT1	208
C20orf181	480
RPS2P1	821
DNAJC5	5343
SNRPFP1	252
LINC01718	1090
TFAP2C	3001
BPIFA2	1173
LINC01747	4561
SS18L1	5150
BMP7-AS1	436
LINC00266-1	1438
NOP56	4950
RPS4XP3	413
LINC00029	1790
NFATC2	8286
SYCP2	6465
LAMA5	14291
LSM14B	3377
PPIAP17	471
PHACTR3	6103
OPRL1	3640
RGS19	2028
SNTA1	2211
PCMTD2	5993
FRG2EP	835
CICP4	2812
TCEA2	4788
GATA5	2620
ZNF512B	5982
LBP	1825
FAM217B	5373
RBL1	5956
AGGF1P10	2191
RAB22A	9266
UCKL1-AS1	3602
SF3A3P1	1477
EDN3	3292
RPL7P3	714
PIEZO1P1	219
RPRD1B	5330
MYT1	6863
ZNF337-AS1	5991
ADRM1	2142
PHF20	8372
COX7BP2	242
LLPHP1	367
MRPS11P1	522
GGT7	2962
SAMD10	2450
ERP29P1	706
MIR1292	66
SNORD110	75
SNORA51	132
SNORD86	86
SNORD56	71
SNORD57	72
RNU1-55P	158
RN7SL498P	298
MIR8062	85
RNU6-278P	109
RN7SL864P	285
RNU6-228P	106
RNU6-1159P	107
RNU6-115P	107
RNA5SP475	110
RN7SKP69	305
RNU6-27P	107
RN7SL547P	290
RN7SL638P	290
RNU6ATAC34P	121
RNA5SP476	103
RN7SL607P	299
RNU1-131P	161
RNA5SP474	90
RN7SKP111	271
RNU6-1257P	110
RN7SL561P	281
RNU105B	208
RN7SL690P	240
RN7SKP140	284
RNU6ATAC17P	71
RNA5SP478	115
RNU1-23P	144
RNA5SP528	119
MIR3192	77
RNA5SP480	109
RN7SL594P	287
MIR6870	60
MIR4755	72
RNU4-40P	143
RNU6-937P	106
RNU6-639P	107
RNA5SP532	119
RN7SL116P	305
MIR644A	94
RN7SL237P	287
RN7SL680P	299
MIR663A	93
MIR3616	92
RNU7-144P	76
RNU6-919P	104
RNU6-347P	105
RNU7-6P	62
SNORA71A	134
SNORA71C	134
SNORA71D	134
RNU6-147P	107
RNU6-497P	104
RNA5SP487	122
RNU6-1146P	102
MIR3194	73
RNU6-929P	107
RNU7-14P	62
RNU4ATAC7P	125
MIR4325	90
RN7SKP184	333
RN7SL197P	299
RNU7-141P	62
RN7SKP185	326
MIR646	94
MIR4533	71
MIR548AG2	64
RN7SKP100	284
MIR1-1	71
MIR133A2	102
RN7SKP33	340
MIR647	96
RN7SL170P	295
MIR1914	80
MIR6813	56
MIR4758	71
RNU6-563P	108
RNU1-134P	165
MIR941-4	72
MIR941-5	72
MIR941-1	72
MIR941-2	72
MIR941-3	72
RBPJL	2774
SDC4	2613
SYS1	6000
SYS1-DBNDD2	1402
TP53TG5	2978
NDUFB4P10	359
MIR6812	64
LINC01711	967
STX16	5099
STX16-NPEPL1	3859
NPEPL1	7454
PIEZO1P2	2180
MIR296	80
MIR298	88
NELFCD	6298
TUBB1	3321
ATP5F1E	5081
PRELID3B	2877
MRPS16P2	408
GDF5-AS1	1734
GDF5	2631
MIR1289-1	144
CEP250	16215
C20orf173	1450
RPL36P4	318
FER1L4	10228
RPL37P1	284
RN7SKP271	320
RNU6-759P	103
RBM12	6702
FITM2	4628
HNF4A-AS1	912
LINC01620	1719
RPL37AP1	279
TTPAL	7056
SERINC3	4649
PKIG	2466
RN7SL156P	304
TLDC2	2553
RPS3AP3	242
RPS27AP3	454
RN7SL443P	290
OSER1	2249
JPH2	10658
RNU6-743P	106
EIF4EBP2P1	343
SRSF6	4894
RNU6-1251P	107
IFT52	2539
RPL27AP	435
MYBL2	2776
GTSF1L	839
CST9	1633
SMIM26	1098
SIRPB1	8227
OTOR	2198
SRXN1	2528
DTD1	6416
OSBPL2	13047
R3HDML	1323
HM13	8766
RIMS4	5414
HAR1B	5154
HAR1A	1882
MIR124-3	87
YTHDF1	3206
BIRC7	1550
MIR3196	64
NKAIN4	2591
FLJ16779	7638
ARFGAP1	6610
MIR4326	59
RNU6-994P	111
CHRNA4	11897
KCNQ2-AS1	789
HIGD1AP15	280
RPL23AP6	472
SDAD1P2	2028
MKKS	7040
EEF1A2	4826
PPDPF	1053
PTK6	2953
FNDC11	3612
HELZ2	12066
MCM8	7691
RNU1-94P	173
PDRG1	1957
XKR7	7695
RNA5SP481	122
CCM2L	2599
RNA5SP482	118
TM9SF4	5207
RSL24D1P6	401
TSPY26P	4051
PLAGL2	5656
POFUT1	6417
MIR1825	53
NOL4L-DT	870
C20orf203	5890
BAK1P1	636
DNMT3B	4630
MAPRE1	2562
PROCR	1697
RNA5SP483	118
MMP24OS	5520
MT1P3	177
MMP24	4376
FAM83C-AS1	352
FAM83C	3169
RPS10P5	531
MROH8	3877
RPN2	2700
SIRPA	4957
DSN1	2739
ZBTB46	7086
SLC9A8	6946
ITCH	10639
FERMT1	4845
GDAP1L1	3404
KIF16B	7735
TPD52L2	4694
SEL1L2	3887
ABHD16B	1491
SSTR4	3926
VSX1	3598
MYL9	2808
TGIF2	3973
TGIF2-RAB5IF	918
SLA2	2737
HNRNPA3P2	662
MRPS26	1016
OXT	513
AVP	619
RN7SL555P	339
UBOX5-AS1	2027
UBOX5	4738
DDRGK1	1832
ITPA	1942
RNU6-1019P	107
UBE2V1P1	445
MCTS2P	670
HM13-IT1	356
HM13-AS1	489
RNU6-384P	104
ID1	1233
MIR3193	55
COX4I2	669
BCL2L1-AS1	374
ABALON	1903
TPX2	3605
MYLK2	2976
FOXS1	1302
BCL2L1	4197
RPL24P2	475
KIZ	5207
RNA5SP477	119
KIZ-AS1	5451
RPS15AP1	391
ZNF877P	612
RNU6-192P	100
OVOL2	2203
SNORD17	237
MGME1	2231
PTMAP3	330
RPL15P1	600
RNU7-137P	62
GGCTP2	400
RN7SL14P	298
RNU2-56P	190
RN7SKP74	309
ZNF133-AS1	258
LINC00851	734
PET117	1151
LAMP5-AS1	1928
LAMP5	2042
PSMF1	10361
ACTG1P3	1114
SNPH	5709
SDCBP2	2553
MIR6869	62
SIRPB2	5047
RNU6-917P	104
SIRPD	823
SNX21	4078
ACOT8	4354
ZSWIM3	2776
PLTP	2541
PCIF1	3164
ZNF335	7545
FTLP1	526
MMP9	2336
SLC12A5-AS1	2244
FKBP1A	5973
SLC4A11	4319
NECAB3	4342
C20orf144	2399
E2F1	2690
PXMP4	5719
ZNF341	5457
RPL31P2	377
ZNF341-AS1	715
CHMP4B	1602
RN7SL666P	304
PPIAP21	501
L3MBTL1	15554
EIF6	1637
PCNA	1403
CDS2	11800
UBE2D3P1	444
PROKR2	4521
RNA5-8SP7	155
LINC00658	2882
DYNLRB1	2455
SNX5	7953
FOXA2	2719
COMMD7	2046
PAK5	4983
GNRH2	823
BANF2	1358
CTSZ	19384
RNU2-52P	190
TOP1	10127
PLCG1-AS1	8401
MIR6871	56
RPL23AP81	467
RN7SL615P	298
RPS4XP2	2551
PRNP	2737
PRND	3981
PRNT	2336
IDI1P3	687
RASSF2	5722
NFS1	6023
ROMO1	702
RBM39	11974
RPF2P1	906
CPNE1	3608
SLC24A3	3922
SLC24A3-AS1	1789
MAFB	3389
RNA5SP484	111
ADI1P1	538
LPIN3	4667
EMILIN3	3791
CHD6	14022
RPL12P11	501
RNU6-1018P	106
SLPI	596
WFDC2	1335
RPL5P2	854
SPINT3	474
WFDC6	779
EPPIN-WFDC6	1702
HSPD1P21	245
EPPIN	6238
RNA5SP485	119
HNRNPA1P3	551
WFDC3	2405
SPINT5P	155
RNU6ATAC38P	126
DNTTIP1	1866
UBE2C	1286
TNNC2	847
ZSWIM1	2769
SNAP23P1	246
CSE1L-AS1	680
CSE1L	3800
STAU1	4094
ARPC3P1	533
SLCO4A1	3991
SLCO4A1-AS1	1534
LINC00686	332
NTSR1	4238
MRGBP	2752
OGFR-AS1	668
OGFR	4702
COL9A3	4841
TCFL5	3605
DPH3P1	249
ARF4P2	526
DIDO1	13283
GFRA4	1561
HSPA12B	3133
C20orf27	1809
SPEF1	1925
CENPB	2890
LINC01730	843
AP5S1	5491
MAVS	11771
PANK2-AS1	441
MIR103A2	78
MIR103B2	62
SIGLEC1	8126
NORAD	5401
HMGB3P2	584
EPB41L1	9676
AAR2	7291
DEFB132	2133
C20orf96	1730
ZCCHC3	2752
NRSN2-AS1	6273
NRSN2	2933
RBCK1	5197
TBC1D20	9775
CSNK2A1	29523
SLC52A3	5984
ARFGEF2	12446
FAM210B	3518
AURKA	2928
CSTF1	4793
RPL39P	156
RTF2	4063
FAM209A	889
FAM209B	694
CASS4	5070
NDUFAF5	7158
ZNFX1	9340
ZFAS1	8315
SNORD12C	89
SNORD12B	91
SNORD12	90
PARD6B	4690
TMSB4XP6	135
ADNP	8482
PSMD10P1	681
ADNP-AS1	1049
MOCS3	5112
RPL12P12	501
NAA20	2182
CRNKL1	4567
RIN2	8271
RNF24	7644
FTLP3	528
RPL21P2	481
NSFL1C	5757
SCAND1	1996
CCN5	4981
HCK	3083
DDX27	5405
MTG2	5450
CDC25B	3903
TMC2	7006
SOX12	4673
CST1	861
CST4	749
ZNF217	6175
DNAAF9	8584
NEURL2	1222
PANK2	9125
ESF1	3249
DPM1	9276
KCNG1	5415
WFDC13	1350
MIR3617	79
SPINT4	516
CTSA	8633
NCOA5	3224
RPL13P2	659
CD40	2521
SAMHD1	10835
GMEB2	4767
STMN3	3029
RTEL1-TNFRSF6B	9093
TNFRSF6B	1140
ARFRP1	7627
ZGPAT	3331
LIME1	2550
SLC2A4RG	2874
ZBTB46-AS1	533
KCNQ2	12777
EBF4	3541
RPL19P1	428
CPXM1	2376
C20orf141	754
TMEM239	3892
PCED1A	2320
VPS16	3364
MANBAL	2034
TCF15	1006
BCAS4	2084
SPATA25	742
DBNDD2	2482
C20orf204	5480
TRIB3	3291
LKAAEAR1	911
SRMS	4082
DUSP15	3705
BPIFB4	2815
ZHX3	11680
DEFB124	1265
ASIP	845
NPBWR2	3572
MACROD2	11428
DLGAP4	8785
ZNF133	5426
LZTS3	5352
TMEM74B	2516
PTPRA	3911
RAD21L1	4117
ZNF831	11992
CBFA2T2	9457
ACTL10	1583
TPM3P2	723
PIGPP3	415
GNAS	22221
RNU7-173P	76
SRMP1	885
RNA5SP486	83
RNU7-92P	76
SULF2	6657
PLCG1	9648
PEDS1-UBE2V1	2757
PEDS1	7931
LINC01273	1861
CEBPB-AS1	2648
CEBPB	1839
LINC01270	5409
RN7SL636P	294
COX6CP2	225
PTPN1	4041
RN7SL672P	317
MIR645	94
MIR1302-5	150
RPL36P2	315
LINC01271	5435
RPL7AP14	802
SRC	7139
NXT1-AS1	814
NXT1	1062
GZF1	5462
NAPB	5234
RNA5SP479	117
CSTL1	1265
CST11	585
RTEL1	8536
SLC25A6P1	775
RPL41P1	81
GHRH	550
TTLL9	6280
PLCB4	21611
PARAL1	1036
ANKEF1	5869
SNAP25	20369
ZNF663P	2722
MKRN7P	1994
ZNF840P	1996
OCSTAMP	2123
SLC13A3	6055
GCNT7	2064
HRH3	2692
RALGAPA2	11649
ERGIC3	5995
RAB5IF	1472
UBE2V1	4779
ASXL1	13676
ADAM33	5386
SLC12A5	8907
RRBP1	6980
SGK2	5438
MATN4	2466
KAT14	5018
TGM3	2694
TGM6	2299
SNRPB	5153
SNORA71E	132
SNORA60	134
RALGAPB	12631
MIR548O2	70
RPS3P2	701
SLC32A1	2550
ACTR5	2547
RN7SKP173	315
EFCAB8	4772
CNBD2	5005
COL20A1	10974
WFDC10B	632
PAX1	5850
MIR1257	117
MIR3195	84
TAF4	10272
C20orf202	2406
ARHGAP40	3321
WFDC8	1529
CCNB1IP1P2	818
PIGT	19653
ADIG	1033
SUMO1P1	306
MIR4756	78
CYP24A1	3988
ANKRD20A21P	3728
BCAS1	10533
FASTKD5	5477
TP53RK	3185
PRPF6	3047
PIGU	2707
SPAG4	2348
ZNF334	6865
MIR3646	84
HNF4A	10166
GSS	6166
MYH7B	8247
MIR499A	122
MIR499B	73
TRPC4AP	3162
RNU6-407P	104
RBM38	2697
HMGB1P1	2110
CTCFL	8928
PCK1	6828
ZBP1	5405
NOL4L	9707
ZMYND8	7625
PTPRT	12943
CABLES2	3783
LINC00654	8080
LINC01370	5801
